"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 12, 2010","68.66","69.16","69.33","68.64","36.15K","-0.09%"
"Aug 11, 2010","68.72","69.66","69.67","67.96","483.86K","-0.38%"
"Aug 10, 2010","68.98","70.00","70.00","68.64","137.43K","-1.12%"
"Aug 09, 2010","69.76","73.77","73.77","69.72","279.06K","-4.93%"
"Aug 06, 2010","73.38","73.08","74.11","72.67","365.04K","0.38%"
"Aug 05, 2010","73.10","74.11","74.11","73.08","85.82K","-0.50%"
"Aug 04, 2010","73.47","73.25","74.52","73.22","345.44K","0.53%"
"Aug 03, 2010","73.08","71.39","73.25","71.39","224.52K","1.02%"
"Aug 02, 2010","72.34","70.62","72.47","70.38","329.41K","0.91%"
"Jul 30, 2010","71.69","72.06","72.37","71.48","60.07K","-0.58%"
"Jul 29, 2010","72.11","72.40","73.46","72.06","427.84K","-0.54%"
"Jul 28, 2010","72.50","73.59","73.66","71.55","353.18K","-0.58%"
"Jul 27, 2010","72.92","73.15","73.71","72.68","396.94K","-0.50%"
"Jul 26, 2010","73.29","71.72","73.56","71.37","776.99K","2.12%"
"Jul 23, 2010","71.77","71.14","72.39","70.69","292.74K","0.98%"
"Jul 22, 2010","71.07","71.72","71.92","70.90","229.89K","-0.71%"
"Jul 21, 2010","71.58","72.40","72.40","71.10","425.34K","-0.98%"
"Jul 20, 2010","72.29","72.71","72.71","71.89","203.41K","0.22%"
"Jul 19, 2010","72.13","72.13","72.74","71.72","123.09K","0.94%"
"Jul 16, 2010","71.46","71.60","71.79","70.69","90.22K","0.66%"
"Jul 15, 2010","70.99","70.90","72.73","70.49","189.14K","-1.06%"
"Jul 14, 2010","71.75","70.01","72.32","69.87","431.79K","3.49%"
"Jul 13, 2010","69.33","70.08","70.08","69.09","131.71K","-0.16%"
"Jul 12, 2010","69.44","70.73","70.73","68.99","87.01K","-0.97%"
"Jul 09, 2010","70.12","69.12","70.52","68.98","274.03K","1.56%"
"Jul 08, 2010","69.04","67.11","69.56","66.93","462.40K","3.46%"
"Jul 07, 2010","66.73","64.89","67.60","64.89","160.44K","0.68%"
"Jul 06, 2010","66.28","67.26","67.26","66.25","31.89K","-0.05%"
"Jul 05, 2010","66.31","67.55","67.55","66.25","17.17K","-0.18%"
"Jul 02, 2010","66.43","66.94","67.28","66.27","46.33K","-1.09%"
"Jul 01, 2010","67.16","66.42","67.21","66.25","68.49K","1.11%"
"Jun 30, 2010","66.42","66.60","66.94","65.71","57.18K","0.09%"
"Jun 29, 2010","66.36","66.05","66.90","65.64","117.20K","0.67%"
"Jun 28, 2010","65.92","66.94","67.75","65.71","201.57K","-1.44%"
"Jun 25, 2010","66.88","68.23","68.57","66.67","156.01K","-2.08%"
"Jun 24, 2010","68.30","67.62","68.98","67.62","533.89K","0.98%"
"Jun 23, 2010","67.64","68.23","68.23","67.28","171.63K","-0.03%"
"Jun 22, 2010","67.66","67.28","68.98","66.26","561.10K","0.28%"
"Jun 21, 2010","67.47","67.62","67.79","66.80","97.07K","0.21%"
"Jun 18, 2010","67.33","68.47","69.16","67.15","443.60K","-2.62%"
"Jun 17, 2010","69.14","65.57","69.67","64.89","1.16M","3.66%"
"Jun 16, 2010","66.70","64.20","66.94","63.39","783.33K","4.58%"
"Jun 15, 2010","63.78","63.52","64.20","62.63","353.74K","1.33%"
"Jun 14, 2010","62.94","61.54","63.59","60.96","216.12K","-1.22%"
"Jun 11, 2010","63.72","64.20","64.20","62.97","82.53K","1.45%"
"Jun 10, 2010","62.81","64.38","64.89","62.36","162.60K","-3.53%"
"Jun 09, 2010","65.11","65.91","66.12","64.89","94.14K","-1.74%"
"Jun 08, 2010","66.26","67.09","67.09","65.58","195.74K","-0.99%"
"Jun 07, 2010","66.92","64.75","67.28","64.75","251.90K","2.18%"
"Jun 04, 2010","65.49","66.59","66.87","64.72","177.92K","-1.10%"
"Jun 03, 2010","66.22","65.50","66.53","64.54","388.19K","1.61%"
"Jun 02, 2010","65.17","64.20","65.90","62.33","412.97K","3.00%"
"Jun 01, 2010","63.27","62.15","63.86","61.64","128.37K","-0.08%"
"May 31, 2010","63.32","65.77","66.22","62.30","462.61K","-3.45%"
"May 28, 2010","65.58","65.43","66.68","64.20","202.89K","1.02%"
"May 27, 2010","64.92","67.24","67.24","63.64","158.94K","-2.23%"
"May 26, 2010","66.40","64.89","66.59","64.54","381.26K","3.23%"
"May 25, 2010","64.32","66.59","67.82","64.14","855.02K","-4.74%"
"May 24, 2010","67.52","68.30","68.71","66.94","209.85K","-1.00%"
"May 21, 2010","68.20","68.90","68.92","67.72","171.07K","-1.88%"
"May 20, 2010","69.51","67.82","69.87","67.82","220.04K","0.77%"
"May 19, 2010","68.98","69.52","69.52","67.62","339.75K","-1.15%"
"May 18, 2010","69.78","69.02","70.26","68.78","166.00K","-0.13%"
"May 17, 2010","69.87","73.08","73.08","69.56","331.46K","-4.59%"
"May 14, 2010","73.23","72.57","75.13","72.41","364.89K","0.98%"
"May 13, 2010","72.52","72.40","73.08","71.51","375.36K","0.69%"
"May 12, 2010","72.02","71.89","72.26","70.73","228.72K","-0.24%"
"May 11, 2010","72.19","73.08","73.22","71.75","178.02K","-0.62%"
"May 10, 2010","72.64","72.95","73.08","71.82","88.48K","-0.07%"
"May 07, 2010","72.69","73.77","73.77","72.40","252.14K","-1.92%"
"May 06, 2010","74.11","74.38","74.62","73.98","85.27K","-0.55%"
"May 05, 2010","74.52","74.93","74.96","74.45","68.67K","-0.47%"
"May 04, 2010","74.87","74.45","75.60","74.18","318.98K","1.27%"
"May 03, 2010","73.93","74.26","74.59","73.59","161.67K","-0.91%"
"Apr 30, 2010","74.61","74.45","74.93","74.21","178.07K","-0.01%"
"Apr 29, 2010","74.62","75.13","75.73","74.45","432.90K","-1.14%"
"Apr 28, 2010","75.48","76.16","76.33","74.45","418.77K","-0.24%"
"Apr 27, 2010","75.66","74.52","75.99","74.52","207.61K","0.97%"
"Apr 26, 2010","74.93","75.34","75.74","74.86","105.48K","-0.65%"
"Apr 23, 2010","75.42","75.81","76.67","75.13","454.02K","-0.21%"
"Apr 22, 2010","75.58","75.13","77.73","74.86","843.74K","1.22%"
"Apr 21, 2010","74.67","76.16","76.16","73.97","898.53K","-2.15%"
"Apr 20, 2010","76.31","76.84","77.11","76.22","210.43K","-0.65%"
"Apr 19, 2010","76.81","76.68","76.94","76.50","118.99K","-0.10%"
"Apr 16, 2010","76.89","76.94","77.25","76.85","146.29K","0.44%"
"Apr 15, 2010","76.55","76.84","76.87","76.44","103.42K","0.14%"
"Apr 14, 2010","76.44","75.81","76.52","75.81","205.05K","0.78%"
"Apr 13, 2010","75.85","76.77","76.77","75.47","274.20K","-0.68%"
"Apr 12, 2010","76.37","77.25","77.62","76.22","215.50K","-1.06%"
"Apr 09, 2010","77.19","77.65","78.00","76.94","351.80K","-0.13%"
"Apr 08, 2010","77.29","78.03","78.37","77.11","671.82K","-0.50%"
"Apr 07, 2010","77.68","78.28","78.54","77.56","336.27K","-0.17%"
"Apr 06, 2010","77.81","77.17","78.89","76.85","2.08M","1.55%"
"Apr 05, 2010","76.62","76.50","77.08","76.02","688.85K","1.14%"
"Apr 02, 2010","75.76","75.40","76.84","75.20","1.11M","0.88%"
"Apr 01, 2010","75.10","75.81","76.31","74.86","355.41K","-0.56%"
"Mar 31, 2010","75.52","75.47","76.73","75.24","504.87K","-0.01%"
"Mar 30, 2010","75.53","76.43","76.57","75.47","69.55K","-1.07%"
"Mar 29, 2010","76.35","76.84","77.80","76.09","316.76K","-0.43%"
"Mar 26, 2010","76.68","76.84","77.45","76.22","349.08K","-0.17%"
"Mar 25, 2010","76.81","77.80","78.55","76.57","1.21M","-0.94%"
"Mar 24, 2010","77.54","75.27","77.86","75.27","917.97K","3.07%"
"Mar 22, 2010","75.23","75.30","76.01","74.82","148.70K","-0.29%"
"Mar 19, 2010","75.45","76.22","76.43","74.80","177.79K","-1.09%"
"Mar 18, 2010","76.28","76.48","76.57","76.01","93.73K","0.08%"
"Mar 17, 2010","76.22","77.18","77.62","76.02","205.38K","-1.26%"
"Mar 16, 2010","77.19","78.14","78.34","77.05","194.96K","-1.09%"
"Mar 15, 2010","78.04","77.45","78.61","76.63","978.35K","1.42%"
"Mar 12, 2010","76.95","77.86","77.86","75.81","1.16M","-3.86%"
"Mar 11, 2010","80.04","79.20","80.25","78.86","840.47K","1.43%"
"Mar 10, 2010","78.91","78.50","79.48","78.49","309.46K","0.11%"
"Mar 09, 2010","78.82","79.11","79.79","78.30","578.36K","0.03%"
"Mar 08, 2010","78.80","76.43","79.29","76.43","790.49K","3.10%"
"Mar 05, 2010","76.43","76.31","76.81","75.75","381.93K","0.01%"
"Mar 04, 2010","76.42","76.87","77.24","75.81","354.46K","-0.64%"
"Mar 03, 2010","76.91","77.15","77.80","76.56","217.19K","-0.30%"
"Mar 02, 2010","77.14","77.15","77.46","76.01","396.76K","1.06%"
"Mar 01, 2010","76.33","76.31","76.56","75.63","321.07K","0.58%"
"Feb 26, 2010","75.89","76.81","76.99","75.75","130.55K","-0.89%"
"Feb 25, 2010","76.57","76.99","77.34","75.63","294.68K","-0.44%"
"Feb 24, 2010","76.91","77.96","78.05","76.75","244.96K","-1.19%"
"Feb 23, 2010","77.84","78.61","79.11","77.65","791.67K","-0.88%"
"Feb 22, 2010","78.53","79.29","79.48","78.26","1.27M","-0.28%"
"Feb 19, 2010","78.75","77.30","79.42","76.12","4.99M","2.38%"
"Feb 18, 2010","76.92","76.50","77.61","75.63","1.82M","1.76%"
"Feb 17, 2010","75.59","76.47","76.68","75.32","525.46K","0.76%"
"Feb 16, 2010","75.02","74.76","75.35","74.51","360.52K","0.82%"
"Feb 15, 2010","74.41","74.36","75.13","73.68","382.28K","-1.63%"
"Feb 12, 2010","75.64","74.85","76.30","74.57","711.76K","1.37%"
"Feb 11, 2010","74.62","74.76","74.82","74.27","264.51K","0.58%"
"Feb 10, 2010","74.19","75.29","75.29","74.01","232.69K","-0.90%"
"Feb 09, 2010","74.86","74.88","75.75","74.70","480.86K","-0.20%"
"Feb 08, 2010","75.01","75.13","76.06","74.76","369.14K","-0.60%"
"Feb 04, 2010","75.46","75.75","76.75","75.13","604.24K","0.00%"
"Feb 03, 2010","75.46","74.88","76.05","74.81","454.54K","1.09%"
"Feb 02, 2010","74.65","75.04","75.87","74.20","240.86K","-0.77%"
"Feb 01, 2010","75.23","75.16","75.68","74.58","270.24K","-0.16%"
"Jan 29, 2010","75.35","75.44","75.91","74.91","330.89K","0.64%"
"Jan 28, 2010","74.87","74.51","75.38","73.52","771.39K","0.77%"
"Jan 27, 2010","74.30","74.82","75.85","73.95","347.53K","-0.51%"
"Jan 26, 2010","74.68","75.13","75.63","74.39","298.18K","-0.12%"
"Jan 25, 2010","74.77","76.31","76.38","74.51","595.02K","-1.27%"
"Jan 22, 2010","75.73","78.05","78.05","74.27","3.73M","-2.97%"
"Jan 21, 2010","78.05","81.96","81.96","77.96","2.85M","-4.88%"
"Jan 20, 2010","82.05","83.05","83.73","81.96","827.34K","-1.50%"
"Jan 19, 2010","83.30","83.20","84.26","83.05","513.11K","0.37%"
"Jan 18, 2010","82.99","84.07","84.38","82.76","450.77K","-0.93%"
"Jan 15, 2010","83.77","83.97","84.69","83.40","972.87K","0.50%"
"Jan 14, 2010","83.35","84.07","84.38","82.58","1.02M","-0.64%"
"Jan 13, 2010","83.89","84.69","85.37","83.21","1.12M","-0.20%"
"Jan 12, 2010","84.06","83.14","84.76","82.46","2.48M","1.19%"
"Jan 11, 2010","83.07","83.05","84.13","82.33","1.47M","0.40%"
"Jan 08, 2010","82.74","82.74","83.20","81.65","1.68M","-0.27%"
"Jan 07, 2010","82.96","79.78","83.45","79.27","5.26M","4.38%"
"Jan 06, 2010","79.48","79.63","80.71","79.11","1.49M","0.24%"
"Jan 05, 2010","79.29","77.30","79.48","77.19","1.39M","3.16%"
"Jan 04, 2010","76.86","76.62","77.43","76.50","195.35K","0.27%"
